"","Word","Length","Freq_KF","Freq_HAL","SUBTLWF","Ortho_N","Phono_N","NSyll","NMorph","I_Mean_RT","I_Zscore","Obs","I_Mean_Accuracy"
"2926","space",5,"184","113,076","66.060",6,9,"1","1","533.909","-0.867","27","1.00"
"2927","spade",5,"10","1,057","2.310",7,16,"1","1","657.594","-0.459","28","0.97"
"2928","Spain",5,"7","8,052","11.000",5,18,"1","1","582.059","-0.674","27","0.97"
"2929","spake",5,"#","3,356","0.250",10,18,"1","1","748.692","-0.069","25","0.39"
"2930","spank",5,"#","1,471","3.390",6,3,"1","1","565.121","-0.630","26","0.97"
"2931","spans",5,"5","972","0.370",8,8,"1","2","674.182","-0.239","28","0.97"
"2932","spare",5,"23","10,605","30.840",12,15,"1","1","681.125","-0.542","27","0.97"
"2933","spark",5,"12","3,274","6.270",5,4,"1","1","624.286","-0.477","27","1.00"
"2934","spasm",5,"3","524","1.100",0,0,"2","1","717.394","-0.305","26","0.97"
"2935","spats",5,"1","102","0.760",10,7,"1","2","754.565","-0.162","25","0.74"
"2936","spawn",5,"#","6,883","1.820",3,9,"1","1","701.219","-0.371","25","0.97"
"2937","speak",5,"110","53,714","187.180",4,12,"1","1","598.719","-0.685","23","1.00"
"2938","spear",5,"7","1,634","4.550",5,16,"1","1","594.600","-0.627","26","0.88"
"2939","speck",5,"7","493","1.860",2,9,"1","1","820.276","0.085","25","0.83"
"2940","speed",5,"83","91,193","41.250",5,15,"1","1","581.324","-0.612","28","1.00"
"2941","spell",5,"19","21,472","36.650",5,9,"1","1","564.606","-0.697","27","1.00"
"2942","spend",5,"53","40,764","93.270",3,9,"1","1","646.294","-0.550","26","1.00"
"2943","spent",5,"104","33,152","70.080",3,3,"1","1","598.545","-0.554","27","0.97"
"2944","sperm",5,"#","4,634","6.240",0,5,"1","1","685.424","-0.467","27","0.94"
"2945","spice",5,"4","2,561","5.290",7,9,"1","1","591.091","-0.591","28","0.97"
"2946","spicy",5,"1","847","3.310",3,3,"2","2","660.606","-0.455","28","0.97"
"2947","spiel",5,"#","364","0.410",3,1,"1","1","947.333","0.304","21","0.29"
"2948","spies",5,"2","1,530","4.570",8,12,"1","2","712.812","-0.240","24","0.94"
"2949","spike",5,"2","4,226","12.250",7,13,"1","1","679.394","-0.478","28","1.00"
"2950","spiky",5,"#","149","0.220",3,5,"2","2","804.423","0.083","26","0.79"
"2951","spill",5,"1","1,609","8.470",7,11,"1","1","575.939","-0.629","26","0.97"
"2952","spine",5,"6","5,167","5.750",10,17,"1","1","644.818","-0.516","27","1.00"
"2953","spiny",5,"#","89","0.140",5,5,"2","2","734.708","-0.140","25","0.75"
"2954","spire",5,"5","178","0.100",7,12,"1","1","643.125","-0.393","27","0.71"
"2955","spite",5,"56","5,828","7.610",8,15,"1","1","667.433","-0.399","26","0.94"
"2956","splat",5,"#","581","0.840",3,3,"1","1","761.034","-0.054","27","0.88"
"2957","splay",5,"#","57","0.080",2,1,"1","1","703.091","-0.008","27","0.33"
"2958","split",5,"30","22,189","38.310",2,2,"1","1","673.250","-0.506","27","1.00"
"2959","spoil",5,"3","1,771","11.630",1,3,"1","1","651.771","-0.559","27","1.00"
"2960","spoke",5,"87","12,637","38.630",6,10,"1","1","645.545","-0.480","26","1.00"
"2961","spoof",5,"1","721","0.240",4,3,"1","1","757.714","-0.122","28","0.66"
"2962","spook",5,"#","399","2.750",6,10,"1","1","654.355","-0.303","24","0.91"
"2963","spool",5,"#","4,385","0.510",6,8,"1","1","666.852","-0.541","25","0.79"
"2964","spoon",5,"6","2,624","7.610",5,12,"1","1","574.941","-0.684","26","1.00"
"2965","spore",5,"#","2,918","0.140",10,11,"1","1","609.367","-0.501","29","0.88"
"2966","sport",5,"17","15,869","19.900",5,3,"1","1","555.514","-0.710","26","1.00"
"2967","spots",5,"32","7,429","10.330",7,11,"1","2","599.152","-0.669","28","1.00"
"2968","spout",5,"1","1,085","1.020",5,10,"1","1","777.710","-0.001","27","0.94"
"2969","spray",5,"16","5,153","9.650",3,6,"1","1","679.412","-0.400","26","1.00"
"2970","spree",5,"4","533","2.140",2,7,"1","1","749.939","-0.031","26","0.97"
"2971","sprig",5,"1","53","0.240",1,3,"1","1","1,094.667","0.983","20","0.27"
"2972","spunk",5,"#","550","1.330",4,4,"1","1","748.156","-0.108","28","0.97"
"2973","spurn",5,"#","42","0.220",2,13,"1","1","787.600","0.271","28","0.74"
"2974","spurs",5,"3","1,083","1.820",6,9,"1","2","657.000","-0.452","28","0.89"
"2975","spurt",5,"2","659","0.370",3,11,"1","1","667.111","-0.409","27","0.79"
"2976","squab",5,"#","19","0.370",4,5,"1","1","731.667","0.061","26","0.47"
"2977","squad",5,"18","4,812","21.490",4,4,"1","1","629.970","-0.472","27","1.00"
"2978","squat",5,"7","1,637","3.140",3,4,"1","1","640.938","-0.358","25","0.94"
"2979","squaw",5,"1","355","1.310",3,0,"1","1","795.120","0.014","25","0.74"
"2980","squid",5,"#","1,126","2.760",2,3,"1","1","678.357","-0.479","28","0.93"
"2981","stabs",5,"1","273","0.450",8,7,"1","2","646.152","-0.538","28","0.94"
"2982","stack",5,"9","14,654","6.100",11,17,"1","1","625.645","-0.563","28","0.91"
"2983","Stacy",5,"10","1,444","#",2,2,"2","1","662.758","-0.437","28","1.00"
"2984","staff",5,"113","41,035","32.000",2,9,"1","1","518.212","-0.864","28","0.97"
"2985","stage",5,"174","30,645","45.570",7,12,"1","1","603.588","-0.605","28","1.00"
"2986","stags",5,"1","59","0.100",10,5,"1","2","689.656","-0.296","27","0.94"
"2987","staid",5,"1","124","0.060",4,21,"1","1","700.917","0.049","24","0.35"
"2988","stain",5,"6","1,776","6.200",6,20,"1","1","630.324","-0.595","25","1.00"
"2989","stair",5,"2","924","1.350",3,14,"1","1","704.029","-0.241","28","1.00"
"2990","stake",5,"20","4,529","16.610",10,18,"1","1","650.219","-0.451","26","1.00"
"2991","stale",5,"4","1,399","2.920",13,22,"1","1","707.767","-0.338","28","0.88"
"2992","stalk",5,"#","723","1.690",5,9,"1","1","645.667","-0.316","28","1.00"
"2993","stall",5,"18","2,794","8.960",6,14,"1","1","643.812","-0.353","28","0.94"
"2994","stamp",5,"8","6,821","5.920",4,4,"1","1","580.029","-0.665","26","1.00"
"2995","stand",5,"148","48,716","226.200",3,8,"1","1","530.606","-0.787","27","0.97"
"2996","stank",5,"#","115","0.760",10,4,"1","1","753.042","-0.222","25","0.71"
"2997","stare",5,"14","2,907","9.960",14,14,"1","1","645.364","-0.499","28","0.97"
"2998","stark",5,"7","2,737","6.490",10,9,"1","1","742.179","-0.142","28","0.80"
"2999","stars",5,"29","22,554","46.140",13,12,"1","2","603.657","-0.617","27","1.00"
"3000","start",5,"154","172,475","340.100",6,10,"1","1","567.697","-0.825","27","0.97"
"3001","stash",5,"#","1,042","5.040",3,8,"1","1","768.571","-0.015","28","0.90"
"3002","state",5,"808","199,232","107.840",9,17,"1","1","631.219","-0.611","28","0.94"
"3003","stave",5,"2","253","0.330",10,13,"1","1","814.750","0.362","21","0.48"
"3004","stays",5,"5","6,119","19.160",8,18,"1","2","582.594","-0.707","28","0.94"
"3005","stead",5,"5","676","1.060",6,18,"1","1","698.677","-0.247","22","0.94"
"3006","steak",5,"10","1,510","16.240",5,18,"1","1","582.667","-0.566","27","0.94"
"3007","steal",5,"5","11,268","53.330",4,12,"1","1","588.618","-0.639","26","0.97"
"3008","steam",5,"17","5,229","13.450",4,8,"1","1","615.485","-0.581","24","0.97"
"3009","steed",5,"1","424","2.550",6,19,"1","1","805.233","-0.096","24","0.86"
"3010","steel",5,"45","18,414","18.450",4,12,"1","1","564.656","-0.844","28","0.97"
"3011","steep",5,"13","3,256","2.450",7,13,"1","1","669.633","-0.499","24","0.94"
"3012","steer",5,"9","2,272","5.980",6,14,"1","1","669.125","-0.304","26","0.97"
"3013","stein",5,"18","2,770","3.040",4,10,"1","1","885.160","0.260","21","0.74"
"3014","stems",5,"33","3,311","1.000",5,4,"1","2","683.576","-0.454","28","0.97"
"3015","steps",5,"119","19,058","24.690",7,7,"1","2","611.788","-0.634","29","0.97"
"3016","stern",5,"23","4,989","6.410",1,10,"1","1","651.724","-0.494","26","0.94"
"3017","Steve",5,"3","76,012","69.410",4,9,"1","1","680.545","-0.466","23","0.97"
"3018","stews",5,"1","76","0.140",7,11,"1","2","668.968","-0.404","25","0.91"
"3019","stick",5,"39","28,279","97.120",6,15,"1","1","606.152","-0.711","26","1.00"
"3020","stiff",5,"21","6,210","10.250",4,10,"1","1","639.455","-0.455","27","0.97"
"3021","still",5,"782","363,407","788.730",8,18,"1","1","641.486","-0.491","27","1.00"
"3022","stilt",5,"#","425","0.040",4,7,"1","1","755.875","0.047","25","0.71"
"3023","sting",5,"5","2,919","7.020",6,14,"1","1","597.091","-0.537","25","1.00"
"3024","stink",5,"3","1,542","13.200",6,5,"1","1","623.688","-0.640","28","1.00"
"3025","stint",5,"6","623","0.750",6,4,"1","1","746.783","0.021","28","0.70"
"3026","stirs",5,"3","213","0.690",2,9,"1","2","658.259","-0.428","26","0.82"
"3027","stock",5,"147","43,376","25.490",6,12,"1","1","592.765","-0.592","27","1.00"
"3028","stoic",5,"3","165","0.410",0,2,"2","1","834.562","0.106","21","0.50"
"3029","stoke",5,"#","516","1.180",8,16,"1","1","716.577","-0.177","23","0.84"
"3030","stole",5,"10","3,726","53.160",10,15,"1","1","658.406","-0.523","26","0.94"
"3031","stomp",5,"#","1,500","2.670",5,3,"1","1","687.533","-0.345","26","0.94"
"3032","stone",5,"58","33,008","40.630",9,16,"1","1","629.031","-0.623","25","0.97"
"3033","stony",5,"5","981","0.610",2,3,"2","2","819.333","-0.034","27","0.87"
"3034","stood",5,"212","14,395","25.780",3,8,"1","1","641.879","-0.412","27","1.00"
"3035","stool",5,"8","1,234","3.510",4,17,"1","1","636.765","-0.452","27","1.00"
"3036","stoop",5,"4","770","2.450",10,12,"1","1","739.355","-0.321","23","0.91"
"3037","stops",5,"8","10,997","21.800",5,11,"1","2","589.971","-0.661","28","1.00"
"3038","store",5,"74","53,126","81.920",14,11,"1","1","600.912","-0.564","28","1.00"
"3039","stork",5,"#","246","1.630",5,6,"1","1","685.536","-0.425","26","0.85"
"3040","storm",5,"26","19,846","30.860",3,6,"1","1","596.667","-0.665","25","1.00"
"3041","story",5,"153","96,953","220.780",4,5,"2","1","601.968","-0.772","26","0.97"
"3042","stout",5,"3","1,930","1.040",7,7,"1","1","678.310","-0.351","26","0.88"
"3043","stove",5,"15","1,846","7.590",8,9,"1","1","664.853","-0.548","28","1.00"
"3044","strap",5,"2","3,351","5.160",7,7,"1","1","631.188","-0.455","28","0.94"
"3045","straw",5,"15","3,849","6.240",5,2,"1","1","662.618","-0.455","26","1.00"
"3046","stray",5,"12","1,886","5.330",5,5,"1","1","606.875","-0.526","26","0.94"
"3047","strew",5,"#","13","0.040",3,4,"1","1","800.304","0.020","27","0.70"
"3048","strip",5,"30","16,096","15.690",4,5,"1","1","773.879","-0.344","27","0.94"
"3049","strum",5,"#","287","0.240",4,6,"1","1","711.500","-0.178","26","0.44"
"3050","strut",5,"3","731","1.570",2,6,"1","1","733.000","-0.076","26","0.85"
"3051","stubs",5,"2","761","0.840",4,7,"1","2","723.323","-0.294","28","0.94"
"3052","stuck",5,"23","21,401","66.650",6,13,"1","1","638.882","-0.573","27","1.00"
"3053","studs",5,"3","1,092","0.980",5,6,"1","2","670.788","-0.497","27","0.97"
"3054","study",5,"246","50,899","49.040",1,6,"2","2","594.333","-0.719","25","1.00"
"3055","stuff",5,"32","140,706","306.920",4,11,"1","1","621.303","-0.610","28","0.97"
"3056","stump",5,"2","865","2.450",3,3,"1","1","718.800","-0.246","27","0.94"
"3057","stung",5,"2","535","1.530",6,8,"1","1","679.147","-0.404","27","0.97"
"3058","stunk",5,"1","257","0.900",9,5,"1","1","679.303","-0.153","27","0.94"
"3059","stunt",5,"1","1,682","9.200",5,5,"1","1","668.906","-0.554","26","0.91"
"3060","style",5,"98","43,235","30.080",4,12,"1","1","595.853","-0.752","29","1.00"
"3061","suave",5,"2","366","0.920",3,10,"1","1","692.677","-0.215","25","0.91"
"3062","Sudan",5,"#","879","0.820",2,3,"2","1","826.677","0.065","22","0.94"
"3063","sudsy",5,"#","23","0.060",0,0,"2","3","1,010.250","0.618","24","0.35"
"3064","suede",5,"#","664","1.800",1,9,"1","1","758.387","0.019","25","0.91"
"3065","sugar",5,"34","14,292","37.760",0,1,"2","1","578.071","-0.841","29","0.93"
"3066","suing",5,"1","1,054","5.750",4,19,"2","2","842.125","0.317","24","0.48"
"3067","suite",5,"27","52,330","16.650",4,9,"1","1","614.094","-0.632","14","0.97"
"3068","suits",5,"25","6,183","17.550",6,24,"1","2","630.382","-0.447","28","1.00"
"3069","sulks",5,"1","19","0.120",5,5,"1","2","739.318","-0.092","24","0.65"
"3070","sulky",5,"4","51","0.200",4,4,"2","2","670.609","-0.303","26","0.68"
"3071","sully",5,"#","159","3.760",9,11,"2","1","715.409","-0.054","28","0.63"
"3072","sumac",5,"1","120","0.080",0,0,"2","1","877.455","0.345","17","0.33"
"3073","sunny",5,"13","4,385","7.670",7,15,"2","2","637.688","-0.472","27","0.97"
"3074","sun's",5,"4","3,096","#",2,27,"1","2","648.029","-0.466","26","1.00"
"3075","super",5,"8","28,262","26.200",2,7,"2","1","612.267","-0.587","26","0.97"
"3076","surge",5,"9","4,328","1.840",3,15,"1","1","673.441","-0.246","26","1.00"
"3077","surly",5,"#","334","0.710",3,15,"2","1","841.957","0.063","20","0.68"
"3078","Susan",5,"36","16,261","35.980",1,3,"2","1","619.161","-0.650","27","0.97"
"3079","sushi",5,"2","813","4.350",0,1,"2","1","721.107","-0.293","28","0.88"
"3080","Susie",5,"5","1,457","#",0,7,"2","1","700.613","-0.333","22","0.89"
"3081","swami",5,"1","1,062","0.730",2,3,"2","1","992.700","0.706","24","0.29"
"3082","swamp",5,"5","5,706","8.980",3,2,"1","1","629.333","-0.475","27","0.97"
"3083","swank",5,"1","123","0.470",4,2,"1","1","823.167","0.208","29","0.91"
"3084","swans",5,"1","525","1.270",9,4,"1","2","612.250","-0.565","26","0.94"
"3085","swarm",5,"3","2,223","1.330",3,5,"1","1","776.818","-0.049","25","0.97"
"3086","swash",5,"#","35","0.100",6,14,"1","1","810.333","0.244","24","0.66"
"3087","swath",5,"1","130","0.220",2,8,"1","1","645.667","-0.335","26","0.34"
"3088","swear",5,"10","5,027","88.160",4,10,"1","1","691.588","-0.533","27","0.97"
"3089","sweat",5,"23","5,086","21.860",3,8,"1","1","721.312","-0.349","23","0.94"
"3090","sweep",5,"15","3,219","9.510",4,8,"1","1","704.857","-0.218","26","1.00"
"3091","sweet",5,"70","15,494","145.200",7,9,"1","1","555.824","-0.792","21","0.97"
"3092","swell",5,"7","1,882","20.800",5,8,"1","1","683.719","-0.408","27","0.97"
"3093","swept",5,"34","2,027","4.760",3,5,"1","1","646.424","-0.533","27","0.97"
"3094","swift",5,"32","4,024","3.860",1,4,"1","1","634.727","-0.645","27","0.97"
"3095","swill",5,"#","306","0.960",7,14,"1","1","677.828","-0.233","24","0.85"
"3096","swine",5,"3","800","4.430",6,8,"1","1","696.000","-0.342","27","0.88"
"3097","swing",5,"24","7,716","25.980",6,16,"1","1","663.364","-0.471","25","0.97"
"3098","swipe",5,"2","670","1.610",2,5,"1","1","639.242","-0.446","28","0.97"
"3099","swirl",5,"2","633","0.900",4,7,"1","1","673.636","-0.413","27","0.97"
"3100","swish",5,"#","288","1.610",3,8,"1","1","757.333","0.022","27","0.88"
"3101","Swiss",5,"14","6,335","6.290",3,7,"1","1","598.000","-0.651","26","0.97"
"3102","swoon",5,"#","261","0.610",3,5,"1","1","637.731","-0.346","23","0.76"
"3103","swoop",5,"2","722","1.530",5,10,"1","1","684.467","-0.381","26","0.91"
"3104","sword",5,"7","16,752","26.180",3,26,"1","1","571.182","-0.682","27","0.97"
"3105","swore",5,"14","1,122","8.750",7,5,"1","1","651.767","-0.432","26","0.86"
"3106","sworn",5,"5","2,448","9.690",5,5,"1","2","717.800","-0.297","25","0.88"
"3107","swung",5,"48","1,270","2.290",3,4,"1","1","805.517","0.113","26","0.88"
"3108","Sybil",5,"2","258","#",0,7,"2","1","864.632","0.091","26","0.59"
"3109","Syria",5,"2","2,033","0.590",0,3,"2","1","738.111","-0.110","25","0.84"
"3110","syrup",5,"4","1,916","5.100",0,5,"2","1","650.733","-0.437","27","0.97"
"3111","tabby",5,"#","833","0.730",2,13,"2","1","857.444","0.220","28","0.55"
"3112","table",5,"198","56,081","105.630",5,8,"2","1","664.735","-0.539","28","1.00"
"3113","taboo",5,"3","1,020","1.220",1,0,"2","1","739.697","-0.276","27","0.97"
"3114","tacit",5,"2","462","0.140",1,1,"2","1","908.273","0.371","18","0.67"
"3115","tacky",5,"#","909","2.630",4,22,"2","2","674.094","-0.355","27","1.00"
"3116","taffy",5,"1","147","2.390",0,11,"2","1","750.923","-0.186","26","0.76"
"3117","Tahoe",5,"4","1,323","#",1,1,"2","1","900.806","0.267","25","0.91"
"3118","tails",5,"7","2,560","5.690",11,33,"1","2","711.882","-0.399","27","1.00"
"3119","taint",5,"1","514","0.780",5,9,"1","1","762.367","-0.061","23","0.88"
"3120","taken",5,"281","73,472","138.650",6,7,"2","2","606.909","-0.699","28","1.00"
"3121","taker",5,"#","659","0.900",7,15,"2","2","683.941","-0.381","28","1.00"
"3122","takes",5,"86","71,656","117.370",19,26,"1","2","696.636","-0.406","28","0.97"
"3123","tales",5,"21","8,259","7.040",18,33,"1","2","626.516","-0.521","28","0.94"
"3124","talks",5,"18","13,419","23.840",9,25,"1","2","576.839","-0.635","28","1.00"
"3125","talky",5,"1","53","0.350",3,10,"2","2","833.190","0.117","25","0.66"
"3126","tally",5,"4","1,108","3.490",8,23,"2","1","706.367","-0.059","27","0.91"
"3127","talon",5,"#","1,271","1.100",1,3,"2","1","722.208","-0.084","22","0.71"
"3128","tamer",5,"#","293","0.450",6,13,"2","2","741.222","-0.277","25","0.56"
"3129","tango",5,"2","962","5.370",5,2,"2","1","662.818","-0.424","27","0.97"
"3130","tangy",5,"1","253","0.330",6,11,"2","2","785.259","-0.024","22","0.82"
"3131","tanks",5,"18","7,189","9.920",9,10,"1","2","606.129","-0.604","27","0.97"
"3132","taped",5,"1","3,398","4.270",8,13,"1","2","707.219","-0.299","26","0.94"
"3133","taper",5,"3","963","0.180",8,14,"2","1","734.000","-0.048","23","0.91"
"3134","tapes",5,"4","23,060","13.020",16,17,"1","2","596.938","-0.637","29","0.97"
"3135","tardy",5,"1","88","1.140",2,6,"2","2","618.194","-0.471","27","0.94"
"3136","tarot",5,"#","1,150","1.200",1,13,"2","1","768.692","-0.067","25","0.74"
"3137","tarry",5,"1","177","0.450",9,22,"2","1","826.385","-0.045","24","0.39"
"3138","tasks",5,"29","10,033","1.670",7,8,"1","2","578.613","-0.653","27","0.94"
"3139","taste",5,"59","19,781","51.310",6,19,"1","1","594.406","-0.695","28","1.00"
"3140","tasty",5,"#","2,008","6.310",6,5,"2","2","636.706","-0.511","28","1.00"
"3141","taunt",5,"4","803","0.630",6,14,"1","1","756.941","-0.256","26","0.97"
"3142","tawny",5,"4","128","0.650",1,12,"2","1","817.684","0.127","26","0.58"
"3143","taxed",5,"13","3,249","0.200",4,3,"1","2","609.061","-0.639","25","1.00"
"3144","taxes",5,"45","24,494","9.750",12,6,"2","2","639.088","-0.572","26","1.00"
"3145","taxis",5,"3","406","1.020",3,3,"2","2","651.179","-0.324","22","0.82"
"3146","teach",5,"41","22,492","72.840",5,20,"1","1","622.667","-0.631","24","1.00"
"3147","teams",5,"22","26,030","15.490",8,22,"1","2","696.467","-0.377","23","0.97"
"3148","tears",5,"34","9,280","22.350",15,34,"1","2","628.059","-0.754","27","0.97"
"3149","tease",5,"6","1,423","5.690",4,44,"1","1","607.706","-0.646","21","1.00"
"3150","teats",5,"2","87","0.370",12,20,"1","2","970.769","0.306","15","0.38"
"3151","teddy",5,"4","2,632","15.900",1,17,"2","2","661.625","-0.390","29","0.94"
"3152","teems",5,"1","12","0.040",5,22,"1","2","775.000","0.240","22","0.38"
"3153","teens",5,"5","2,540","1.940",4,29,"1","2","590.562","-0.681","22","1.00"
"3154","teeny",5,"#","519","2.510",2,15,"2","1","827.947","0.289","23","0.58"
"3155","teeth",5,"103","10,942","47.840",1,18,"1","1","550.000","-0.810","25","0.97"
"3156","tells",5,"34","28,605","52.250",12,27,"1","2","671.281","-0.504","26","0.94"
"3157","telly",5,"#","363","3.180",8,17,"2","1","721.889","-0.063","28","0.29"
"3158","tempo",5,"4","2,819","1.690",3,5,"2","1","654.258","-0.280","27","0.91"
"3159","tempt",5,"2","475","2.530",3,6,"1","1","662.963","-0.452","29","0.84"
"3160","tends",5,"34","9,470","2.650",8,8,"1","2","634.133","-0.478","24","0.91"
"3161","tenet",5,"#","450","0.120",2,5,"2","1","868.762","0.241","22","0.66"
"3162","tenor",5,"6","1,490","1.550",2,14,"2","1","807.778","-0.105","26","0.84"
"3163","tense",5,"15","2,805","10.240",5,18,"1","1","653.438","-0.450","28","0.97"
"3164","tenth",5,"7","2,575","4.160",3,7,"1","2","664.742","-0.365","27","0.91"
"3165","tents",5,"10","1,027","1.920",13,15,"1","2","645.818","-0.406","25","0.97"
"3166","tepee",5,"#","16","0.530",1,5,"2","1","903.143","0.481","20","0.62"
"3167","tepid",5,"1","150","0.240",0,0,"2","1","900.118","0.466","22","0.55"
"3168","terms",5,"163","49,922","22.310",5,23,"1","2","619.294","-0.641","26","1.00"
"3169","terra",5,"1","2,294","0.900",3,8,"2","1","805.190","0.143","26","0.62"
"3170","terry",5,"7","17,681","22.020",10,31,"2","1","758.143","-0.178","28","0.62"
"3171","terse",5,"2","616","0.160",4,15,"1","1","840.200","0.189","22","0.45"
"3172","tests",5,"61","23,394","23.470",10,16,"1","2","551.806","-0.795","28","0.97"
